Country,Comment,URL,Year,NumAuth,Agency,ReportSeries,Branch,Title,FirstAuthor,AllAuthors,Citation
USA,,,1961,UFO,ADFG,Annual Management Report,Commercial Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 1961. Bristol Bay Area, 1960 field season report. Alaska Department of Fish and Game, Division of Commercial Fisheries, Annual Management Report CF.BB.1961, Anchorage."
USA,,,1961,UFO,ADFG,Annual Management Report,Commercial Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 1961. Annual report of commercial fisheries for 1960, Cordova, Alaska. Alaska Department of Fish and Game, Division of Commercial Fisheries, Annual Management Report, Anchorage."
USA,,,1960,UFO,ADFG,Annual Management Report,Commercial Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 1960. Bristol Bay annual report series, 1959. Alaska Department of Fish and Game, Division of Commercial Fisheries, Annual Management Report CF.BB.1960 Anchorage."
USA,,,1959,UFO,ADFG,Annual Management Report,Commercial Fisheries,,,,"ADF&G (Alaska Department of Fish and Game). 1959. Bristol Bay area annual management report, 1958. Alaska Department of Fish and Game, Division of Commercial Fisheries, Annual Management Report, Anchorage. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-33.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Scanlon, B. ","Scanlon, B. 2012. Fishery Management Report for sport fisheries in the Northwest/North Slope Management Area, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 12-33, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-45.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Scanlon, B. ","Scanlon, B. 2012. Fishery Management Report for sport fisheries in the Northwest/North Slope Management Area, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-45, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-43.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Chythlook, J. ","Chythlook, J. 2012. Fishery Management Report for Sport Fisheries in the Kuskokwim-Goodnews Management Area, 2011. Alaska Department of Fish and Game, Fishery Management Report Series No. 12-43, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-37.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Chythlook, J. ","Chythlook, J. 2012. Fishery Management Report for Sport Fisheries in the Kuskokwim-Goodnews Management Area, 2010. Alaska Department of Fish and Game, Fishery Management Report Series No. 12-37, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-44.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Burr, J. ","Burr, J. 2012. Fishery management report for sport fisheries in the Yukon Management Area, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-44, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-35.pdf,2012,1,ADFG,Fishery Management Report,Sport Fish Reports,,,"Burr, J. ","Burr, J. 2012. Fishery Management Report for Sport Fisheries in the Yukon Management Area, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 12-35, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-46.pdf,2012,2,ADFG,Fishery Management Report,Sport Fish Reports,,,"Brase, A. L. J. and B. Baker. ","Brase, A. L. J. and B. Baker. 2012. Fishery management report for recreational fisheries in the Tanana River management area, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-46, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-32.pdf,2012,2,ADFG,Fishery Management Report,Sport Fish Reports,,,"Brase, A. L. J. and B. Baker. ","Brase, A. L. J. and B. Baker. 2012. Fishery management report for recreational fisheries in the Tanana River management area, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 12-32, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.2A.2012.01.pdf,2012,UFO,ADFG,Regional Information Report,Multi-Division Reports,,,ADF&G. ,"ADF&G (Alaska Department of Fish and Game). 2012. Alaska Department of Fish and Game staff comments on for the Bristol Bay Management Area, Alaska Board of Fisheries meeting Naknek, Alaska December 4-12, 2012. Alaska Department of Fish and Game, Regional Information Report 2A12-01, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.3A.2012.05.pdf,2012,UFO,ADFG,Regional Information Report,Multi-Division Reports,,,ADF&G. ,"ADF&G (Alaska Department of Fish and Game). 2012. ADF&G Staff Comments on Commercial, Sport, and Subsistence Finfish Regulatory Proposals, Committee of the Whole, Committees A and B, for the Arctic-Yukon-Kuskokwim Management Areas Alaska Board of Fisheries Meeting, Anchorage, AK January 15-20, 2013. Alaska Department of Fish and Game, Regional Information Report 3A.2012.05, Fairbanks. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.18.pdf,2012,UFO,ADFG,Regional Information Report,Multi-Division Reports,,,ADF&G. ,"ADF&G (Alaska Department of Fish and Game). 2012. Alaska Department of Fish and Game staff comments Agenda Change Request Meeting, October 9-11, 2012, Anchorage. Alaska Department of Fish and Game, Regional Information Report 5J12-18, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.4K.2012.01.pdf,2012,UFO,ADFG,Regional Information Report,Multi-Division Reports,,,ADF&G. ,"ADF&G. 2012. Alaska Department of Fish and Game staff comments on statewide Dungeness crab, shrimp, and miscellaneous shellfish regulatory proposals, Alaska Board of Fisheries meeting Anchorage, Alaska, March 20-24. Alaska Department of Fish and Game, Regional Information Report 4K12-01, Kodiak."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.01.pdf,2012,UFO,ADFG,Regional Information Report,Multi-Division Reports,,,ADF&G. ,"ADF&G. 2012. Alaska Department of Fish and Game staff comments on commercial, sport, subsistence, and personal use finfish regulatory proposals, Committee of the Whole and Comittees A, B, C and D, for Southeast Alaska and Yakutat Finfish Management Areas, Alaska. Alaska Department of Fish and Game, Regional Information Report 1J12-01."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-01.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Woods, G. F. and N. L. Zeiser. ","Woods, G. F. and N. L. Zeiser. 2012. Annual Management Report of the 2011 Yakutat Area commercial salmon fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 12-01, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.07.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Woods, G. F. and N. L. Zeiser. ","Woods, G. F. and N. L. Zeiser. 2012. 2012 Yakutat set gillnet fishery management plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-07, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-49.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Witteveen, M. J. ","Witteveen, M. J. 2012. Pasagshak River weir report, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-49, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.4K.2012.08.pdf,2012,1,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Witteveen, M. J. ","Witteveen, M. J. 2012. Pasagshak River salmon weir operational plan, 2012. Alaska Department of Fish and Game, Regional Information Report 4K12-08, Kodiak."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-26.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Wilburn, D. W. and M. D. Keyse. ","Wilburn, D. W. and M. D. Keyse. 2012. Annual summary of the commercial and subsistence salmon fisheries and salmon escapements in the Alaska Peninsula, Aleutian Islands, and Atka-Amlia Islands Management Areas, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-26, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-51.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Wilburn, D. M., and R. L. Murphy. ","Wilburn, D. M., and R. L. Murphy. 2012. North Alaska Peninsula commercial salmon annual management report, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-51, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-11.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Wilburn D. M., and R. L. Murphy. ","Wilburn D. M., and R. L. Murphy. 2012. North Alaska Peninsula commercial salmon annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-11, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-05.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Wessel, M., C. E. Trowbridge and C. Russ. ","Wessel, M., C. E. Trowbridge and C. Russ. 2012. Prince William Sound area management report for Dungeness crab, shrimp, and miscellaneous shellfish fisheries 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-05, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.06.pdf,2012,3,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Weir, B., R. S. Waples, and T. P. Quinn. ","Weir, B., R. S. Waples, and T. P. Quinn. 2012. Western Alaska Salmon Stock Identification Program Technical Document 1: Technical committee comments and review of the original proposal. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-06, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-04.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Vercessi, L. ","Vercessi, L. 2012. Alaska salmon fisheries enhancement program 2011 annual report. Alaska Department of Fish and Game, Fishery Management Report No. 12-04, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-50.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Trebesch, C. L. ","Trebesch, C. L. 2012. Fishery management plan for the Aleutian Islands District state-waters and parallel Pacific cod seasons, 2013. Alaska Department of Fish and Game, Fishery Management Report No. 12-50, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-17.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Tiernan, A. R. ","Tiernan, A. R. 2012. Alaska Peninsula-Aleutian Islands Management Area food and bait herring fishery management plans, 2012. Alaska Department of Fish and Game, Fisheries Management Report No. 12-17, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-16.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Tiernan, A. R. ","Tiernan, A. R. 2012. Alaska Peninsula-Aleutian Islands herring sac roe and food and bait fisheries Annual Management Report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-16, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-13.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Tiernan, A. R. ","Tiernan, A. R. 2012. Southeastern District Mainland (Alaska Peninsula Area) salmon management plan, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-13, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-08.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Tiernan, A. R. ","Tiernan, A. R. 2012. Alaska Peninsula - Aleutian Islands Management Area sac roe herring fishery management plans, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-08, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.02.pdf,2012,4,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Thynes, T., D. Gordon, K. Monagle and S. Walker. ","Thynes, T., D. Gordon, K. Monagle and S. Walker. 2012. 2012 Southeast Alaska sac roe herring Fishery Management Plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-02, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.05.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Stopha, M. and J. Musslewhite. ","Stopha, M. and J. Musslewhite. 2012. An evaluation of the Tutka Bay Lagoon salmon hatchery for consistency with statewide policies and prescribed management practices. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report RIR5J12-05, Juneau. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.28.pdf,2012,1,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Stopha, M. ","Stopha, M. 2012. An evaluation of the Port Graham salmon hatchery for consistency with statewide policies and prescribed management practices . Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report No. 5J12-28."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.21.pdf,2012,1,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Stopha, M. ","Stopha, M. 2012. An evaluation of the Trail Lakes salmon hatchery for consistency with statewide policies and prescribed management practice. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report No. 5J12-21, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-41.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Stichert, M. ","Stichert, M. 2012. Fishery management plan for the commercial Tanner crab fishery in the Kodiak District, 2013. Alaska Department of Fish and Game, Fishery Management Report No. 12-41, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-47.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Stichert, M. ","Stichert, M. 2012. Fishery management plan for the Kodiak Area state-waters Pacific cod season, 2013. Alaska Department of Fish and Game, Fishery Management Report No. 12-47, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-20.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Spalinger, K. ","Spalinger, K. 2012. Bottom trawl survey of crab and groundfish: Kodiak, Chignik, South Peninsula, and Eastern Aleutians Management Districts, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-20, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.4K.2012.07.pdf,2012,1,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Spalinger, K. ","Spalinger, K. 2012. Special Project Plan: 2012 Bottom trawl survey of crab and groundfish: Kodiak, Chignik, South Peninsula, and Eastern Aleutian Districts. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 4K12-07, Kodiak."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-07.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Spalinger, G. ","Spalinger, G. 2012. Kodiak Management Area Herring Sac Roe Fishery Harvest Strategy for the 2012 Season. Alaska Department of Fish and Game, Fishery Management Report No. 12-07, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.04.pdf,2012,1,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Smith, Q. ","Smith, Q. 2012. 2010 Southeastern Alaska pot shrimp survey report. Alaska Department of Fish and Game, Division of Commercial Fisheries Regional Information Report 1J12-04, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-02.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Skannes, P., G. Hagerman and L. Shaul. ","Skannes, P., G. Hagerman and L. Shaul. 2012. Annual management report for the 2011 Southeast Alaska/Yakutat salmon troll fisheries. Alaska Department of Fish and Game, Fishery Management Report No. 12-02, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.05.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Skannes, P., and G. Hagerman. ","Skannes, P., and G. Hagerman. 2012. 2012 Spring Troll Fishery Management Plan. Alaska Department of Fish and Game, Regional Information Report No. 1J12-05, Douglas. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.10.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Skannes, P. and G. Hagerman. ","Skannes, P. and G. Hagerman. 2012. 2012–2013 Winter troll Fishery Management Plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-10, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.09.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Skannes, P. and G. Hagerman. ","Skannes, P. and G. Hagerman. 2012. 2012 Summer troll Fishery Management Plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-09, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-25.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Shields, P. and A. Dupuis. ","Shields, P. and A. Dupuis. 2012. Upper Cook Inlet commercial fisheries annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-25, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.14.pdf,2012,7,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Seeb, J. E., C. E. Pascal, E. D. Grau, L. W. Seeb, W. D. Templin, T. Harkins, and S. B. Roberts. ","Seeb, J. E., C. E. Pascal, E. D. Grau, L. W. Seeb, W. D. Templin, T. Harkins, and S. B. Roberts. 2012. Western Alaska Salmon Stock Identification Program Technical Document 9: Chum salmon SNP discovery, first method. Alaska Department of Fish and Game, Department of Commercial Fisheries, Regional Information Report 5J12-14, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-42.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D., M. D. Keyse, and A. R. Tiernan. ","Poetter, A. D., M. D. Keyse, and A. R. Tiernan. 2012. South Alaska Peninsula salmon annual management report, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-42, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-29.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D., M. D. Keyse, and A. R. Tiernan. ","Poetter, A. D., M. D. Keyse, and A. R. Tiernan. 2012. South Alaska Peninsula salmon annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-29, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-19.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D. and M. Keyse. ","Poetter, A. D. and M. Keyse. 2012. Aleutian Islands and Atka-Amlia Islands management areas salmon annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-19, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-14.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D. ","Poetter, A. D. 2012. South Unimak and Shumagin Islands June fisheries salmon management plan, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-14, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-34.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Patton, E. and H. C. Carroll. ","Patton, E. and H. C. Carroll. 2012. Inseason subsistence salmon catch monitoring, Lower Kuskokwim River, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 12-34, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.11.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Olson, A. and G. Bishop. ","Olson, A. and G. Bishop. 2012. Southeast Alaska golden king crab onboard observer program report for 1998 through 2010 seasons. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-11, Douglas. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.10.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Skannes, P. and G. Hagerman. ","Skannes, P. and G. Hagerman. 2012. 2012–2013 Winter troll Fishery Management Plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-10, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.09.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Skannes, P. and G. Hagerman. ","Skannes, P. and G. Hagerman. 2012. 2012 Summer troll Fishery Management Plan. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-09, Douglas."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-25.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Shields, P. and A. Dupuis. ","Shields, P. and A. Dupuis. 2012. Upper Cook Inlet commercial fisheries annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-25, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.14.pdf,2012,7,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Seeb, J. E., C. E. Pascal, E. D. Grau, L. W. Seeb, W. D. Templin, T. Harkins, and S. B. Roberts. ","Seeb, J. E., C. E. Pascal, E. D. Grau, L. W. Seeb, W. D. Templin, T. Harkins, and S. B. Roberts. 2012. Western Alaska Salmon Stock Identification Program Technical Document 9: Chum salmon SNP discovery, first method. Alaska Department of Fish and Game, Department of Commercial Fisheries, Regional Information Report 5J12-14, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-42.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D., M. D. Keyse, and A. R. Tiernan. ","Poetter, A. D., M. D. Keyse, and A. R. Tiernan. 2012. South Alaska Peninsula salmon annual management report, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-42, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-29.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D., M. D. Keyse, and A. R. Tiernan. ","Poetter, A. D., M. D. Keyse, and A. R. Tiernan. 2012. South Alaska Peninsula salmon annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-29, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-19.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D. and M. Keyse. ","Poetter, A. D. and M. Keyse. 2012. Aleutian Islands and Atka-Amlia Islands management areas salmon annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-19, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-14.pdf,2012,1,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Poetter, A. D. ","Poetter, A. D. 2012. South Unimak and Shumagin Islands June fisheries salmon management plan, 2012. Alaska Department of Fish and Game, Fishery Management Report No. 12-14, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-34.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Patton, E. and H. C. Carroll. ","Patton, E. and H. C. Carroll. 2012. Inseason subsistence salmon catch monitoring, Lower Kuskokwim River, 2010. Alaska Department of Fish and Game, Fishery Management Report No. 12-34, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.1J.2012.11.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Olson, A. and G. Bishop. ","Olson, A. and G. Bishop. 2012. Southeast Alaska golden king crab onboard observer program report for 1998 through 2010 seasons. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 1J12-11, Douglas. "
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.09.pdf,2012,3,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J. R., N. DeCovich, and W. D. Templin. ","Jasper, J. R., N. DeCovich, and W. D. Templin. 2012. Western Alaska Salmon Stock Identification Program Technical Document 4: Status of the SNP baseline for chum salmon. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-09, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.07.pdf,2012,3,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J. R., C. Habicht, and W. D. Templin. ","Jasper, J. R., C. Habicht, and W. D. Templin. 2012. Western Alaska Salmon Stock Identification Program Technical Document 2: Investigation of temporal variation in sockeye and chum salmon baselines. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-07, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.08.pdf,2012,3,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J. R., C. Habicht, and W. D. Templin. ","Jasper, J. R., C. Habicht, and W. D. Templin. 2012. Western Alaska Salmon Stock Identification Program Technical Document 3: Estimating small proportions. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-08, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.12.pdf,2012,4,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J. R., C. Habicht, A. R. Munro, and W. D. Templin. ","Jasper, J. R., C. Habicht, A. R. Munro, and W. D. Templin. 2012. Western Alaska Salmon Stock Identification Project Technical Document 7: Regional allocation model. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-12, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.19.pdf,2012,2,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J. R. and W. D. Templin. ","Jasper, J. R. and W. D. Templin. 2012. Western Alaska Salmon Stock Identification Program Technical Document 10: Optimal rate of correct assignment with backward elimination locus selection. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-19, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/RIR.5J.2012.20.pdf,2012,3,ADFG,Regional Information Report,Commercial Fisheries Reports,,,"Jasper, J R, S M Turner, and C Habicht. ","Jasper, J R, S M Turner, and C Habicht. 2012. Western Alaska Salmon Stock Identification Program Technical Document 13: Selection of a prior for mixed stock analysis. Alaska Department of Fish and Game, Division of Commercial Fisheries, Regional Information Report 5J12-20, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-48.pdf,2012,4,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Jackson, J., J. Dinnocenzo, G. Spalinger, and M. Keyse. ","Jackson, J., J. Dinnocenzo, G. Spalinger, and M. Keyse. 2012. Kodiak Management Area commercial salmon fishery annual management report, 2011. Alaska Department of Fish and Game, Fishery Management Report No. 12-48, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-09.pdf,2012,2,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Jackson, J., and J. Dinnocenzo. ","Jackson, J., and J. Dinnocenzo. 2012. Kodiak management area harvest strategy for the 2012 commercial salmon fishery. Alaska Department of Fish and Game, Fishery Management Report No. 12-09, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-31.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"J. Menard, J. Soong, S. Kent. ","J. Menard, J. Soong, S. Kent. 2012. 2010 annual management report Norton Sound, Port Clarence, and Kotzebue. Alaska Department of Fish and Game, Fishery Management Report No. 12-31, Anchorage."
USA,,http://www.adfg.alaska.gov/FedAidPDFs/FMR12-30.pdf,2012,3,ADFG,Fishery Management Report,Commercial Fisheries Reports,,,"Hollowell, G., T. Otis and E. Ford. ","Hollowell, G., T. Otis and E. Ford. 2012. 2011 Lower Cook Inlet area finfish management report. Alaska Department of Fish and Game, Fishery Management Report No. 12-30, Anchorage. "
